,movie_id,movie_title,genres,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,n_ratings_test,average_ratings_test,n_ratings_train,average_ratings_train,ordered_id
2363,2447,Varsity Blues (1999),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,175,2.9685714285714284,1454,3.047799174690509,2325
2364,2448,Virus (1999),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,2.380434782608696,729,2.268175582990398,938
2365,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.95,148,1.7263513513513513,1667
2366,2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,228,2.18640350877193,2004,2.1032934131736525,2200
2367,2451,"Gate, The (1987)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,2.4054054054054053,376,2.6289893617021276,5307
2368,2452,"Gate II: Trespassers, The (1990)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2.4285714285714284,52,1.625,7081
2369,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70,3.05,684,3.068713450292398,4599
2370,2454,"Fly, The (1958)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,196,3.3596938775510203,1757,3.332384746727376,1381
2371,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,558,3.413082437275986,4690,3.3764392324093815,2529
2372,2456,"Fly II, The (1989)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,96,2.2083333333333335,963,2.263239875389408,2487
2373,2457,Running Scared (1986),Action|Comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3.4456521739130435,763,3.322411533420708,1396
2374,2458,Armed and Dangerous (1986),Comedy|Crime,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,2.4347826086956523,473,2.4873150105708244,5391
2375,2459,"Texas Chainsaw Massacre, The (1974)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,3.310810810810811,1439,3.179291174426685,167
2376,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,2.232142857142857,396,2.1906565656565657,3297
2377,2461,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,24,2.2083333333333335,220,1.9431818181818181,4212
2378,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,1.6285714285714286,273,1.6465201465201464,5490
2379,2463,Ruthless People (1986),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191,3.431937172774869,1899,3.408636124275935,926
2380,2464,Trick or Treat (1986),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3.25,67,2.3805970149253732,9295
2381,2465,Deadly Friend (1986),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1.7,128,2.10546875,8846
2382,2466,Belizaire the Cajun (1986),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3.4285714285714284,41,3.2560975609756095,8214
2383,2467,"Name of the Rose, The (Der Name der Rose) (1986)",Crime|Drama|Mystery|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,273,3.9175824175824174,2455,3.859063136456212,1815
2384,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,170,2.7147058823529413,1661,2.7062010836845274,1482
2385,2469,Peggy Sue Got Married (1986),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,219,3.269406392694064,2022,3.175568743818002,1714
2386,2470,Crocodile Dundee (1986),Adventure|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,720,3.158333333333333,5998,3.15838612870957,877
2387,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278,2.476618705035971,2468,2.5409238249594814,1399
2388,2472,Tough Guys (1986),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.0,286,2.979020979020979,3961
2389,2473,Soul Man (1986),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.589041095890411,728,2.4127747252747254,129
2390,2474,"Color of Money, The (1986)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189,3.462962962962963,1703,3.430123311802701,1734
2391,2475,52 Pick-Up (1986),Action|Mystery|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41,3.097560975609756,346,3.0794797687861273,5335
2392,2476,Heartbreak Ridge (1986),Action|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,3.1165413533834587,1136,3.310299295774648,3334
2393,2477,Firewalker (1986),Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.619047619047619,172,2.4302325581395348,448
2394,2478,Three Amigos (1986),Comedy|Western,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,331,3.081570996978852,3101,3.044018058690745,764
2395,2479,Gloria (1999),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30,2.4166666666666665,170,2.4058823529411764,1911
2396,2480,Dry Cleaning (Nettoyage à sec) (1997),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3.3,27,3.074074074074074,8977
2397,2481,My Name Is Joe (1998),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,3.566666666666667,251,3.6115537848605577,6745
2398,2482,Still Crazy (1998),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3.142857142857143,193,3.2642487046632125,7640
2399,2483,"Day of the Beast, The (El Día de la bestia) (1995)",Adventure|Comedy|Thriller,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,3.8214285714285716,146,3.232876712328767,6100
2400,2484,Tinseltown (1997),Comedy|Crime|Drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,10,1.85,10113
2401,2485,She's All That (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,301,3.053156146179402,2657,2.9947308995107265,1191
2402,2486,24-hour Woman (1998),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3.0,33,2.3636363636363638,3642
2403,2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.7222222222222223,51,2.0098039215686274,3030
2404,2488,Peeping Tom (1960),Drama|Horror|Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,36,4.180555555555555,458,3.8187772925764194,2674
2405,2489,Spanish Fly (1998),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2.5,10,2.35,8466
2406,2490,Payback (1999),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,3.525054466230937,4179,3.4073941134242642,84
2407,2491,Simply Irresistible (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,51,2.7941176470588234,477,2.641509433962264,2245
2408,2492,20 Dates (1998),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52,2.8653846153846154,468,2.7457264957264957,3963
2409,2493,"Harmonists, The (1997)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,3.28125,144,3.8159722222222223,1633
2410,2494,"Last Days, The (1998)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3.076923076923077,101,3.6930693069306932,7202
2411,2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3.4358974358974357,409,3.6711491442542785,5070
2412,2496,Blast from the Past (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,232,3.206896551724138,1916,3.2150313152400836,8
2413,2497,Message in a Bottle (1999),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116,2.8275862068965516,949,2.822971548998946,578
2414,2498,My Favorite Martian (1999),Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,2.234042553191489,474,2.3259493670886076,4894
2415,2499,God Said 'Ha!' (1998),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.5925925925925926,226,3.420353982300885,3447
2416,2500,Jawbreaker (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2.5866666666666664,518,2.6196911196911197,871
2417,2501,October Sky (1999),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398,3.9246231155778895,3425,3.926861313868613,1926
2418,2502,Office Space (1999),Comedy|Crime,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1004,3.968625498007968,8910,3.9645903479236813,3
2419,2503,"Apple, The (Sib) (1998)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4.75,71,3.8309859154929575,3378
2420,2504,200 Cigarettes (1999),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,2.7906976744186047,829,2.8866103739445115,4665
2421,2505,8MM (1999),Drama|Mystery|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,220,2.9045454545454548,1923,2.9004160166406656,80
2422,2506,"Other Sister, The (1999)",Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,88,3.1761363636363638,756,3.111772486772487,3094
2423,2507,Breakfast of Champions (1999),Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29,1.9482758620689655,245,2.585714285714286,1106
2424,2508,"Breaks, The (1999)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.25,4,3.0,7646
2425,2509,Eight Days a Week (1997),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.2333333333333334,87,2.8735632183908044,3546
2426,2510,Just the Ticket (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1.75,36,2.5416666666666665,7434
2427,2511,"Long Goodbye, The (1973)",Crime|Film-Noir,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,55,3.9727272727272727,457,3.8304157549234135,811
2428,2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3.769230769230769,76,3.6710526315789473,2645
2429,2513,Pet Sematary (1989),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187,2.914438502673797,1602,2.9672284644194757,378
2430,2514,Pet Sematary II (1992),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,1.9727272727272727,527,2.098671726755218,1681
2431,2515,Children of the Corn II: The Final Sacrifice (1993),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1.5606060606060606,237,1.7911392405063291,2872
2432,2516,Children of the Corn III (1994),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2.033333333333333,232,1.6530172413793103,3327
2433,2517,Christine (1983),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,2.864864864864865,1148,3.0161149825783973,3647
2434,2518,Night Shift (1982),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.3433333333333333,1174,3.3211243611584327,411
2435,2519,House on Haunted Hill (1958),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,3.11,414,3.254830917874396,2143
2436,2520,Airport (1970),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,2.929411764705882,846,3.0750591016548463,4624
2437,2521,Airport 1975 (1974),Action|Drama|Thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34,2.3970588235294117,368,2.516304347826087,5560
2438,2522,Airport '77 (1977),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,2.3676470588235294,326,2.4263803680981595,309
2439,2523,Rollercoaster (1977),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24,2.4375,133,2.661654135338346,4583
2440,2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,133,3.0037593984962405,1078,2.976808905380334,2780
2441,2525,Alligator (1980),Action|Horror|Sci-Fi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,44,2.1704545454545454,425,2.3,5138
2442,2526,Meteor (1979),Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,2.5357142857142856,345,2.3463768115942027,2516
2443,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,258,3.434108527131783,2264,3.4238074204946995,4137
2444,2528,Logan's Run (1976),Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324,3.4521604938271606,2560,3.4228515625,1441
2445,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,712,3.553370786516854,6456,3.603701982651797,1538
2446,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,2.775735294117647,1280,2.89921875,1539
2447,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,2.911764705882353,1058,2.727315689981096,148
2448,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,2.947619047619048,1082,2.7828096118299444,2533
2449,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,187,2.96524064171123,1661,3.0099337748344372,1437
2450,2534,Avalanche (1978),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.1875,56,2.2767857142857144,4619
2451,2535,Earthquake (1974),Action|Drama|Thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,2.6973684210526314,419,2.6479713603818618,5599
2452,2536,"Concorde: Airport '79, The (1979)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2.15,178,1.9831460674157304,6411
2453,2537,Beyond the Poseidon Adventure (1979),Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.5,160,1.996875,7417
2454,2538,Dancemaker (1998),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.25,23,3.3260869565217392,4103
2455,2539,Analyze This (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,468,3.3344017094017095,4239,3.248761500353857,1764
2456,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,63,2.8968253968253967,606,2.9785478547854787,3107
2457,2541,Cruel Intentions (1999),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,436,3.291284403669725,3932,3.269201424211597,3384
2458,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,694,3.9265129682997117,6602,3.968115722508331,1209
2459,2543,Six Ways to Sunday (1997),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.9,31,2.9193548387096775,6035
2460,2544,"School of Flesh, The (L' École de la chair) (1998)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4.5,82,3.225609756097561,9079
2461,2545,Relax... It's Just Sex (1998),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.8333333333333335,74,3.2094594594594597,8337
2462,2546,"Deep End of the Ocean, The (1999)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,2.9857142857142858,569,3.000878734622144,1446
2463,2547,Harvest (1998),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6,3.3333333333333335,9878
2464,2548,"Rage: Carrie 2, The (1999)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,2.3448275862068964,425,2.1623529411764704,1487
2465,2549,Wing Commander (1999),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,2.1958333333333333,830,2.1192771084337347,737
2466,2550,"Haunting, The (1963)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,3.467032967032967,827,3.617896009673519,4290
2467,2551,Dead Ringers (1988),Drama|Horror|Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,3.5257731958762886,941,3.487247608926674,3198
2468,2552,My Boyfriend's Back (1993),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.4166666666666665,161,2.31055900621118,7950
2469,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,78,3.230769230769231,807,3.4157372986369268,4399
2470,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,50,3.26,426,3.2124413145539905,5666
2471,2555,Baby Geniuses (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1.6705882352941177,667,1.6956521739130435,1604
2472,2556,Telling You (1998),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2.3333333333333335,26,1.8461538461538463,7649
2473,2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,3.409090909090909,72,3.6041666666666665,7221
2474,2558,Forces of Nature (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,131,2.5916030534351147,1086,2.708563535911602,1846
2475,2559,"King and I, The (1999)",Animation|Children,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.5555555555555554,178,2.634831460674157,3280
2476,2560,Ravenous (1999),Comedy|Drama|Horror,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,94,3.24468085106383,799,3.1946182728410513,5330
2477,2561,True Crime (1999),Crime|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55,3.2,624,3.0849358974358974,1984
2478,2562,Bandits (1997),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,3.6176470588235294,134,3.264925373134328,5446
2479,2563,Dangerous Beauty (1998),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,3.7450980392156863,492,3.6209349593495936,1189
2480,2564,"Empty Mirror, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,14,2.392857142857143,10511
2481,2565,"King and I, The (1956)",Drama|Musical|Romance,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,214,3.794392523364486,1792,3.7904575892857144,1948
2482,2566,Doug's 1st Movie (1999),Animation|Children,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0,145,2.268965517241379,6828
2483,2567,EDtv (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,3.172566371681416,1986,3.0594159113796575,1893
2484,2568,"Mod Squad, The (1999)",Action|Crime,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,2.108108108108108,830,2.192168674698795,1462
2485,2569,Among Giants (1998),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,31,2.7903225806451615,9951
2486,2570,"Walk on the Moon, A (1999)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45,3.6777777777777776,433,3.6224018475750577,4782
2487,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2261,4.190844758956214,20968,4.206672071728348,983
2488,2572,10 Things I Hate About You (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,525,3.459047619047619,4723,3.419542663561296,1110
2489,2573,Tango (1998),Drama|Musical,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,3.25,180,3.2666666666666666,4367
2490,2574,"Out-of-Towners, The (1999)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2.6538461538461537,866,2.6351039260969977,3223
2491,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,3.9642857142857144,801,3.9950062421972534,3128
2492,2576,"Love, etc. (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2.6,18,2.8333333333333335,8658
2493,2577,Metroland (1997),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2.9,132,3.2196969696969697,4717
2494,2578,"Sticky Fingers of Time, The (1997)",Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.0,52,3.1538461538461537,9445
2495,2579,Following (1998),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,62,3.870967741935484,460,3.791304347826087,2828
2496,2580,Go (1999),Comedy|Crime,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,484,3.728305785123967,4300,3.6987209302325583,1039
2497,2581,Never Been Kissed (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,364,3.006868131868132,3399,3.070756104736687,1957
2498,2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.034090909090909,288,3.0677083333333335,4905
2499,2583,Cookie's Fortune (1999),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,134,3.6828358208955225,1097,3.644484958979034,2782
2500,2584,Foolish (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.25,9,1.6666666666666667,8559
2501,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,34,3.9558823529411766,292,3.8321917808219177,3952
2502,2586,Goodbye Lover (1999),Comedy|Crime|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,3.0,104,2.5336538461538463,6556
2503,2587,Life (1999),Comedy|Crime|Drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,59,3.059322033898305,462,2.906926406926407,5721
2504,2588,Cloudland (1998),Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,7,2.0,5809
2505,2589,Friends & Lovers (1999),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,18,2.5833333333333335,204,2.6372549019607843,3115
2506,2590,Hideous Kinky (1998),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,3.1805555555555554,342,3.1608187134502925,3503
2507,2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2.0,15,2.8666666666666667,8872
2508,2592,"Joyriders, The (1999)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3.625,18,2.638888888888889,8069
2509,2593,"Monster, The (Il Mostro) (1994)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.316666666666667,282,3.6560283687943262,5445
2510,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,114,3.754385964912281,1046,3.8522944550669216,1550
2511,2595,Photographer (Fotoamator) (1998),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.5,9,2.4444444444444446,6369
2512,2596,SLC Punk! (1998),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,3.5872093023255816,714,3.608543417366947,1951
2513,2597,Lost & Found (1999),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,2.54,253,2.450592885375494,4527
2514,2598,Pushing Tin (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2.9134199134199132,2166,3.0009233610341646,1864
2515,2599,Election (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,793,3.8234552332912988,7386,3.8210127267803955,439
2516,2600,eXistenZ (1999),Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,289,3.3771626297577853,2619,3.309660175639557,927
2517,2601,"Little Bit of Soul, A (1998)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,3.0,9892
2518,2602,Mighty Peking Man (Xing xing wang) (1977),Adventure|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.5,33,2.9242424242424243,9066
2519,2603,Nô (1998),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2.5,22,3.159090909090909,8882
2520,2604,Let it Come Down: The Life of Paul Bowles (1998),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.8333333333333335,15,3.1333333333333333,8107
2521,2605,Entrapment (1999),Crime|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,455,3.1065934065934067,3828,3.1368861024033436,2061
